Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,180.2586970293493,6.549161223564584,17.703034033149173,Yes,Yes,Yes,Yes,No,High,No,Relationship,Average,399.8631270616413,Good,Moderate,5,6,14.79,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,250.80241247858493,7.715207087577822,19.043254371218463,No,Yes,Yes,Yes,No,High,No,Relationship,Average,420.48558222275113,Good,Moderate,5,7,15.62,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,273.9033140871617,5.073228232265343,13.129926463931842,No,Yes,Yes,No,No,Moderate,No,Single,Poor,303.44234431322445,Average,High,5,6,10.94,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,128.0261037223131,20.98118549184044,12.38060784926637,No,Yes,Yes,Yes,No,High,No,Relationship,Good,370.08230002232926,Average,Moderate,0,2,13.6,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,146.0285915242492,19.331945016921,17.626655827655622,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,411.0935942649144,Good,Moderate,3,7,15.24,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,266.16121592083147,30.34189093823821,14.353794588552727,Yes,Yes,Yes,Yes,No,High,No,Relationship,Poor,400.15025172902494,Good,Moderate,0,6,14.81,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,297.95099950959565,19.947800617094163,16.213388581558366,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,436.8227988337961,Good,Low,1,4,16.27,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,219.40166021220483,14.766742724165578,15.473950843534157,Yes,Yes,Yes,Yes,No,High,No,Relationship,Fair,379.984378677071,Average,Moderate,7,4,14.0,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,118.4129952548562,18.014358983024856,9.834666147737556,No,Yes,Yes,No,No,Moderate,No,Single,Fair,271.8790794939258,Poor,High,7,4,9.68,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,319.0942778189609,18.941659347687665,18.13748432347474,Yes,No,No,Yes,No,Very High,No,Relationship,Good,474.4268400376934,Very Good,Low,0,3,17.78,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,142.8320371531625,4.625909813374664,10.349301336957634,Yes,Yes,No,No,No,Moderate,No,Single,Fair,291.0461695275386,Poor,High,0,2,10.44,Bad
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,156.54035531799838,39.68265315467914,19.18738572884937,No,Yes,Yes,Yes,No,Very High,No,Relationship,Good,525.923963659068,Very Good,Low,2,3,19.84,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,203.9636484142735,22.15896814481529,11.006855497065777,No,Yes,No,No,No,Moderate,No,Single,Average,292.7865622646208,Average,High,6,7,10.51,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,288.79122945003417,19.68006646418071,16.806571679284904,Yes,Yes,No,Yes,No,High,No,Relationship,Average,420.6854866690144,Good,Moderate,5,5,15.63,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,239.77831835865567,22.921311874228643,11.415864721923104,No,Yes,No,Yes,No,Moderate,No,Single,Poor,327.46113687162585,Average,High,2,4,11.9,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,209.0405850253337,23.67528784469284,11.813424903042367,Yes,Yes,Yes,Yes,No,High,No,Single,Average,334.3253125148045,Average,Moderate,7,4,12.17,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,212.43019710826744,16.875572115980546,11.720022233387663,No,Yes,Yes,No,No,Moderate,No,Single,Fair,303.2904055925908,Average,High,7,5,10.93,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,183.04602680504263,12.950070910074396,16.974707048313,No,No,No,Yes,No,High,No,Relationship,Extremely Poor,395.2667673502096,Good,Moderate,5,3,14.61,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,219.06976601629543,22.79560549057363,14.681781415632717,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,410.60676274440686,Good,Moderate,0,2,15.22,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,2.930794561398784,21.08568672425162,18.595429470169968,No,Yes,Yes,Yes,No,High,No,Relationship,Good,425.3018074544013,Good,Moderate,7,7,15.81,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,159.2374778651141,11.520879207284736,11.68847263044854,No,Yes,Yes,No,Yes,Moderate,No,Single,Average,296.9678458073652,Average,High,4,5,10.68,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,196.89253544417463,29.35228489093811,16.30391026468093,No,Yes,No,Yes,No,High,No,Relationship,Poor,411.0250734643976,Good,Moderate,8,4,15.24,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,99.4290141466345,20.346816290583867,17.03538319595733,No,Yes,No,Yes,No,High,No,Relationship,Poor,413.0716754620347,Good,Moderate,8,2,15.32,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,207.0426322468092,23.838554898141044,9.817785356359495,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Poor,307.95393555010247,Average,High,1,4,11.12,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,165.68701453097148,29.13536710143935,12.807072287837734,Yes,Yes,Yes,Yes,No,High,No,Single,Average,349.4253229104357,Average,Moderate,5,7,12.78,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,302.8832988820843,18.17511056931868,13.793809932204931,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,375.2736454265508,Average,Moderate,3,5,13.81,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,290.11138076503994,20.53561605587292,12.268248678732492,No,Yes,Yes,Yes,No,Moderate,No,Single,Poor,318.023949636284,Average,High,6,6,11.52,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,147.3936101617286,24.48021790804893,11.865351151629657,No,Yes,Yes,Yes,No,Moderate,No,Single,Poor,308.0962472681281,Average,High,5,7,11.12,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,169.44136019033132,12.201111329599582,16.2370387279717,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,369.5464326237667,Average,Moderate,6,6,13.58,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,174.82367040741252,18.43241330276801,10.590396771913865,No,Yes,No,No,Yes,Moderate,No,Single,Very Good,278.6936666344528,Poor,High,4,8,9.95,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,148.3838366688264,19.004388693209187,16.512688943013544,No,No,Yes,Yes,No,High,No,Relationship,Average,371.55127775649146,Average,Moderate,8,8,13.66,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,193.65174888196887,10.351531586532843,19.22053035668877,Yes,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,448.8007613460904,Good,Low,0,8,16.75,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,126.92025517786868,36.54109430939103,14.782370254133014,No,No,Yes,Yes,No,High,No,Relationship,Fair,396.878991972113,Good,Moderate,6,5,14.68,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,100.85692655437316,6.74165245206078,15.337210840873688,No,No,Yes,Yes,No,High,No,Single,Good,350.75845455250334,Average,Moderate,8,4,12.83,Average
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,223.5897856730188,7.615168770502738,8.82719242548907,No,No,Yes,No,No,Low,Yes,Single,Poor,221.510865497238,Poor,Very High,7,5,7.66,Bad
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,224.06707089552677,28.513812605628637,18.373722843413937,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,488.3371257392475,Very Good,Low,0,5,18.33,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,123.69789682380052,23.70613000637234,11.425373446398384,No,Yes,No,No,Yes,Moderate,No,Single,Poor,288.947948552336,Poor,High,7,6,10.36,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,242.674880153382,9.792281460153776,15.380613986342778,Yes,Yes,No,Yes,No,High,No,Relationship,Very Good,382.20682551785256,Good,Moderate,2,6,14.09,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,135.7895589584268,22.858312120813544,19.749346036937627,No,No,Yes,Yes,No,Very High,No,Relationship,Poor,459.878835351373,Good,Low,9,3,17.2,Very Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,197.7215666626587,29.74280355997848,15.146031206873694,No,Yes,No,Yes,No,High,No,Relationship,Average,395.6057013727614,Good,Moderate,5,6,14.62,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,237.42408088287192,17.757895539224116,16.696513849572533,Yes,Yes,No,Yes,No,High,No,Relationship,Fair,391.4933646168307,Good,Moderate,8,6,14.46,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,177.64712047074008,38.79058320059666,13.343835418685025,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,383.9169949064232,Good,Moderate,6,4,14.16,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,211.8318638498794,4.207505513055716,8.724390122180688,No,Yes,Yes,No,No,Moderate,No,Single,Very Good,261.8710764185007,Poor,High,4,2,9.27,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,143.84992492786998,23.55058763087282,17.57119219387746,No,Yes,No,Yes,No,High,No,Relationship,Poor,403.4671274283046,Good,Moderate,7,7,14.94,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,166.2473391600332,27.332226689768028,8.419986095167829,Yes,Yes,Yes,No,No,Moderate,No,Single,Average,282.8459167808503,Poor,High,7,3,10.11,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,165.58983983837618,25.13075121284197,16.407893946654248,No,Yes,No,Yes,No,High,No,Relationship,Good,418.2983679586216,Good,Moderate,5,5,15.53,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,127.73951574218329,16.365154186834815,8.275058877795644,No,Yes,No,No,No,Moderate,No,Single,Good,258.3979504694468,Poor,High,5,3,9.14,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,167.62580858189526,15.676468143910803,18.347662838920048,No,Yes,Yes,Yes,No,High,No,Relationship,Fair,412.5741229857271,Good,Moderate,8,6,15.3,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,71.59671907953773,21.55316136869806,9.891632429995768,No,Yes,Yes,No,No,Moderate,No,Single,Good,273.7303155592967,Poor,High,3,8,9.75,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,145.61923770005268,24.526035893216555,14.171257945310614,No,Yes,No,Yes,No,High,No,Relationship,Poor,377.3494246771969,Average,Moderate,2,4,13.89,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,160.05871546412305,22.819787490258907,15.165808453797768,No,Yes,No,Yes,No,High,No,Relationship,Average,398.4000414244205,Good,Moderate,7,2,14.74,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,162.0674173253234,26.320463126347114,13.490544888480946,No,Yes,No,Yes,No,Moderate,No,Single,Poor,318.0855396307649,Average,High,8,9,11.52,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,163.0951787890455,9.849040343466118,12.089161872186647,No,Yes,Yes,No,No,Moderate,No,Single,Poor,294.684120935407,Average,High,3,6,10.59,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,175.67650600979098,16.177832167010923,13.61377155417166,No,Yes,Yes,Yes,Yes,High,No,Single,Fair,342.69997154429245,Average,Moderate,1,6,12.51,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,213.5609062660245,10.479872543009968,11.736989046573903,No,Yes,No,No,No,Moderate,No,Single,Good,295.8821075503325,Average,High,5,6,10.64,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,241.21619518927656,14.911097791310867,13.25746816497036,No,No,No,Yes,No,High,No,Single,Good,340.573145545059,Average,Moderate,8,3,12.42,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,134.5164341206213,26.12176713451444,12.306955891976369,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,374.6917233221566,Average,Moderate,1,3,13.79,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,95.77594012275988,18.86387136580183,14.794457882085744,Yes,Yes,Yes,Yes,No,High,No,Relationship,Very Good,372.6399228971951,Average,Moderate,8,5,13.71,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,107.0568911429828,38.85487330519816,10.855089946939804,Yes,Yes,Yes,Yes,Yes,High,No,Single,Poor,332.71200815441983,Average,Moderate,4,5,12.11,Average
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,145.8957955163551,19.54725093751773,19.86387865896815,No,Yes,No,Yes,No,Very High,No,Relationship,Average,491.25865349627696,Very Good,Low,3,2,18.45,Very Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,155.36550775284437,18.47753504463789,14.010439440585987,No,Yes,Yes,Yes,No,High,No,Relationship,Average,369.9560036053777,Average,Moderate,7,2,13.6,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,126.10027536617798,18.84946335552173,10.329944928974117,No,Yes,No,No,No,Moderate,No,Single,Poor,282.79402168974093,Poor,High,1,6,10.11,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,89.27183350250739,12.897530457120514,13.72480099480727,No,No,No,No,Yes,Moderate,No,Single,Extremely Poor,301.6562817317744,Average,High,6,6,10.87,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,148.07154207680682,17.53730710097925,18.39698155429789,No,Yes,No,Yes,No,High,No,Relationship,Poor,406.2816557163249,Good,Moderate,9,6,15.05,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,192.699863407978,27.02230421689317,8.261681517492747,No,Yes,No,No,No,Moderate,No,Single,Very Good,247.00267705685812,Poor,High,6,9,8.68,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,221.65206260848956,18.91176534502218,16.154649429287467,No,No,Yes,Yes,Yes,High,No,Relationship,Good,412.35434147027263,Good,Moderate,0,5,15.29,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,140.98038628241753,11.65232216093223,14.575613561527136,No,Yes,Yes,Yes,No,High,No,Single,Poor,337.4105550941009,Average,Moderate,9,4,12.3,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,151.09015244995962,10.59932303617092,10.034695932441624,No,Yes,Yes,No,No,Moderate,No,Single,Very Good,280.74637198072367,Poor,High,7,3,10.03,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,115.13111838068824,14.398384866673252,17.809717271659046,No,No,No,Yes,No,High,No,Relationship,Extremely Poor,387.9134669730486,Good,Moderate,0,9,14.32,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,177.79925807376566,18.590907475287043,12.426615468488068,No,Yes,No,Yes,Yes,Moderate,No,Single,Poor,309.2321531195448,Average,High,8,4,11.17,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,120.60999560664295,27.548692283810094,11.525624345786088,No,Yes,No,Yes,No,Moderate,No,Single,Good,323.42181822521763,Average,High,1,8,11.74,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,220.118946926884,7.276090869068506,17.937502302282812,Yes,Yes,Yes,Yes,No,High,No,Relationship,Fair,390.8403356250316,Good,Moderate,9,6,14.43,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,54.98934556461222,15.44138977688995,15.662300554299977,No,Yes,Yes,Yes,No,High,No,Single,Average,347.3363504022634,Average,Moderate,6,9,12.69,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,154.82592292832763,19.15448015548063,18.779109004097894,No,No,No,Yes,Yes,High,No,Relationship,Extremely Poor,387.3382313269177,Good,Moderate,4,11,14.29,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,201.07751374342195,3.330353858964523,15.558604444054392,Yes,Yes,No,Yes,No,High,No,Relationship,Fair,375.91870137294137,Average,Moderate,4,2,13.84,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,192.8684161425753,11.331213736268747,16.88981189518538,No,Yes,No,Yes,No,High,No,Relationship,Average,404.62891070965617,Good,Moderate,4,4,14.99,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,368.51235647863473,12.560891682110508,18.037350755115355,No,Yes,Yes,Yes,No,High,No,Relationship,Fair,417.2539592646159,Good,Moderate,8,5,15.49,Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Homemaker,Homemaker,Yes,Student,204.48600171975352,11.632237009196016,8.656875630919243,No,No,No,No,No,Low,Yes,Single,Poor,203.99733293486716,Very Poor,Very High,9,7,6.96,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,109.71617822105928,19.53511636017318,17.312587506432564,No,Yes,No,Yes,No,High,No,Relationship,Poor,426.6775474115416,Good,Moderate,1,4,15.87,Good
